CustomerID,Age,HomeOwner,ResidenceLength,DwellingType,Gender,Marital,HouseholdSize,ChildPresent,Child0-5,Child6-12,Child13-18,Income,Occupation,HomeValue,MagazineStatus,PaidDirectMailOrders,YearsSinceLastOrder,TotalAmountPaid,DollarsPerIssue,TotalPaidOrders,MonthsSinceLastPayment,LastPaymentType,UnpaidMagazines,PaidCashMagazines,PaidReinstateMagazines,PaidCreditMagazines,ActiveSubscriptions,ExpiredSubscriptions,RequestedCancellations,NoPayCancellations,PaidComplaints,GiftDonor,NumberGiftDonations,MonthsSince1stOrder,MonthsSinceLastOrder,MonthsSinceExpire
36795,40,100,4,S,F,S,2,U,0,0,0,62500,U,3,O,0,9,0,0,1,64,A,0,1,0,0,0,1,0,0,0,N,0,64,64,52
16521,53,100,14,S,F,M,3,N,25,0,45,32000,M,3,E,0,3,25,0.62,3,58,1,2,0,0,2,0,2,1,1,0,N,0,216,59,23
13316,76,100,14,S,M,M,3,Y,65,65,45,141000,R,4,C,1,10,39,0.53,2,119,1,0,1,0,1,0,1,1,0,0,N,0,120,120,83
20936,50,100,2,S,F,M,4,Y,100,0,0,87500,W,9,E,0,4,18,0.77,2,27,A,0,3,0,0,0,3,0,0,0,N,0,36,36,23
10671,77,100,3,S,M,M,6,Y,100,100,35,33000,R,4,A,4,0,103,0.57,7,14,A,0,2,0,0,1,1,0,0,0,N,0,96,59,6
5371,52,100,8,S,F,S,1,Y,0,0,100,15000,U,8,O,1,12,19,NA,1,137,A,0,1,0,0,0,1,0,0,0,N,0,182,137,111
14715,51,100,7,S,F,M,3,Y,25,100,45,136000,U,9,O,1,9,30,0.62,2,119,2,0,0,0,1,0,1,0,0,0,Y,1,120,98,71
33395,54,100,14,S,M,M,4,Y,0,100,85,53000,W,2,E,0,9,80.97,1.69,2,72,A,0,1,0,0,0,1,0,0,0,N,0,72,72,35
23126,44,100,6,S,F,M,3,Y,75,100,100,159000,M,9,E,1,4,37.01,0.44,3,32,A,0,2,0,0,0,3,0,0,0,N,0,190,32,19
9484,62,100,12,S,F,M,5,N,25,0,35,245000,M,8,B,1,8,63.47,0.38,3,116,0,2,1,0,0,0,1,0,2,0,N,0,138,116,78
32026,44,100,14,S,F,M,5,Y,100,65,45,57000,R,3,A,0,2,344.93,1.87,7,13,A,0,4,0,0,1,2,0,2,0,N,0,137,137,77
43643,61,0,1,S,F,S,3,Y,100,35,100,66000,W,2,B,0,5,19,0,1,135,F,0,1,0,0,0,1,0,1,0,N,0,135,135,110
28831,64,100,1,M,F,S,1,N,0,0,0,15000,R,4,E,0,3,228.73,1.55,5,55,A,0,4,0,0,0,4,0,0,0,N,0,78,78,42
25317,40,100,14,S,F,M,6,Y,65,100,100,28000,M,3,E,1,5,37.98,0.28,5,50,A,0,3,0,0,0,3,0,0,0,N,0,119,50,19
17498,48,100,11,S,F,M,2,U,45,65,45,29000,W,2,O,0,9,42.72,1,3,64,A,0,1,0,0,0,1,0,0,0,N,0,156,64,40
25935,42,100,14,S,M,M,4,Y,65,100,100,280000,R,8,E,2,8,40,0.56,2,105,L,0,1,0,0,0,2,0,0,0,N,0,106,105,33
19105,72,100,14,S,F,M,5,N,25,0,25,5000,M,2,O,0,9,37,1,2,99,A,0,1,0,0,0,1,0,0,0,N,0,207,99,75
16825,59,100,14,S,F,M,4,U,45,15,35,159000,W,3,O,0,6,31.5,1.19,2,111,A,0,1,0,0,0,1,0,0,0,N,0,258,111,97
29080,65,100,10,S,M,M,3,U,45,15,35,179000,W,5,O,0,8,46.97,0.78,3,85,A,0,2,0,0,0,2,0,0,0,N,0,128,85,64
12910,53,100,14,S,M,S,1,N,25,0,45,54000,U,2,O,1,15,47,0.79,2,126,A,0,1,0,0,0,1,0,0,0,N,0,154,126,96
8971,62,100,11,S,F,S,2,N,0,0,45,39000,W,3,E,1,3,19,0.53,1,51,2,0,0,0,1,0,1,0,0,0,N,0,54,54,16
39597,43,100,5,S,F,M,4,Y,100,100,100,103000,H,3,E,0,5,0,0,1,37,A,0,1,0,0,0,1,0,0,0,N,0,37,37,23
30583,68,100,6,S,F,M,4,Y,0,100,0,109000,R,5,B,0,8,94,1.06,6,117,0,3,1,0,0,0,1,0,3,0,N,0,173,117,103
20681,71,100,14,S,F,M,1,N,15,15,45,42000,R,5,E,0,5,22,0.92,1,58,A,0,1,0,0,0,1,0,0,0,N,0,58,58,33
4954,56,100,14,S,F,M,2,Y,15,0,100,97000,W,8,E,1,4,9.97,0.56,1,41,A,0,1,0,0,0,1,0,0,0,N,0,203,41,25
31685,55,100,14,S,F,S,2,N,0,0,0,62500,U,5,O,1,10,134.31,0.91,9,71,A,0,2,0,1,0,3,0,0,0,Y,1,72,71,36
2916,56,100,14,S,F,M,3,Y,65,100,45,74000,R,3,A,3,2,121,0.53,8,9,A,1,0,0,3,1,2,1,0,0,N,0,96,96,76
38566,62,100,14,S,F,M,4,Y,0,0,100,37000,M,2,E,0,3,55,2.23,2,33,A,0,1,0,0,0,1,0,0,0,N,0,48,33,19
37225,79,100,1,M,F,S,2,Y,0,100,100,23000,B,7,O,0,8,0,1.83,0,61,1,0,0,0,1,0,1,0,0,0,N,0,61,61,49
23111,40,100,13,S,F,M,2,Y,65,100,100,155000,W,3,E,2,4,72,0.75,9,49,A,0,1,0,0,0,2,0,0,0,N,0,234,49,23
22021,55,100,5,S,F,S,1,U,25,0,35,82000,W,5,E,0,1,0,0.61,0,21,A,0,2,0,0,0,2,0,0,0,N,0,21,21,8
3115,54,100,14,S,F,M,5,Y,55,45,100,138000,W,2,E,4,0,121.88,0.84,7,5,A,0,3,0,1,0,4,0,0,0,N,0,126,120,77
1532,52,60,14,S,F,S,3,U,25,25,35,5000,U,5,E,0,5,0,0.83,0,39,A,0,1,0,0,0,1,0,0,0,N,0,62,39,25
2732,58,100,14,S,F,M,3,Y,100,0,35,51000,B,3,O,2,7,29.94,0.92,2,110,A,0,2,0,0,0,2,0,0,0,N,0,110,110,97
21093,62,100,13,S,F,M,4,Y,0,0,100,128000,W,3,O,0,3,0,0.56,0,49,A,0,1,0,0,0,1,0,0,0,N,0,49,49,36
7940,68,100,14,S,F,M,2,N,45,35,35,88000,R,3,A,3,2,115,0.8,7,4,A,0,1,0,2,1,2,0,0,0,Y,2,99,43,15
22648,44,100,2,M,F,M,6,Y,100,100,100,65000,B,3,E,0,0,14,0.91,2,10,A,0,3,0,0,0,4,0,0,0,N,0,226,78,36
22375,42,100,10,S,F,M,2,N,35,0,45,146000,M,6,O,1,8,106,1.77,7,82,A,0,1,0,0,0,1,0,0,0,N,0,262,82,67
1800,47,70,4,S,F,M,5,Y,0,0,100,20000,M,2,O,1,14,28.99,NA,12,143,A,0,2,0,0,0,2,0,0,0,N,0,300,143,118
24917,24,100,6,S,F,M,3,Y,35,15,35,89000,R,4,B,4,9,131.62,0.89,32,63,A,2,2,0,1,0,1,3,1,0,Y,30,348,63,37
29087,56,100,14,S,F,M,4,N,0,0,0,69000,M,2,E,0,3,11.97,0,3,54,A,1,1,0,0,0,1,0,1,0,N,0,55,54,29
35047,48,100,14,M,F,M,3,Y,75,100,100,119000,W,5,A,0,2,66.28,0.98,4,12,A,0,2,1,0,2,1,0,0,0,N,0,84,76,68
19688,43,100,4,S,F,M,4,Y,55,100,100,160000,M,4,O,0,5,0,0.58,0,53,A,0,1,0,0,0,1,0,0,0,N,0,78,53,37
14437,62,100,5,S,F,S,3,Y,35,100,35,162000,U,9,E,1,3,54.97,0.63,3,32,A,0,3,0,1,0,4,0,0,0,N,0,190,97,61
16201,56,100,1,S,F,M,3,Y,100,65,45,144000,W,9,E,0,5,21,0.44,2,54,A,0,1,0,0,0,1,0,0,0,N,0,56,54,7
8179,66,100,14,S,F,M,3,Y,45,45,100,372000,W,9,B,2,5,67.63,0.56,6,35,S,1,3,0,0,0,1,1,2,0,Y,1,409,75,49
9533,68,100,13,S,M,M,3,U,25,0,25,136000,W,8,A,2,2,150.72,0.75,8,11,A,0,3,0,1,1,3,0,0,0,N,0,271,81,56
14672,58,100,14,S,F,M,4,Y,0,100,85,88000,M,4,O,3,7,55.97,0.61,3,114,2,0,2,0,1,0,3,0,0,0,N,0,120,120,83
36348,52,100,5,S,F,M,3,Y,100,0,0,101000,W,2,E,0,9,30.82,0.53,3,68,1,0,0,0,3,0,3,0,0,0,N,0,69,69,33
24882,47,100,1,S,F,M,3,Y,15,15,45,50000,M,5,O,0,14,69.97,NA,4,146,A,0,1,0,0,0,1,0,0,0,N,0,182,146,109
41801,59,0,1,S,F,S,2,Y,15,15,15,48000,W,3,A,0,2,125.64,1.2,5,34,F,0,5,0,0,2,4,0,0,0,N,0,78,78,66
13253,69,100,1,S,F,M,2,Y,0,100,25,125000,W,9,C,1,14,74.46,0.79,5,121,1,1,1,0,1,0,1,2,0,0,N,0,225,122,90
42467,27,0,1,M,F,S,2,Y,45,15,15,5000,W,9,O,1,8,30,0.62,2,89,1,0,1,0,1,0,2,0,0,0,N,0,90,90,54
34862,32,100,14,S,F,S,2,Y,100,0,100,62500,M,2,B,0,10,19.97,0.28,3,67,F,0,1,0,1,0,2,0,1,0,N,0,75,75,62
18818,56,100,11,S,F,M,3,N,45,45,35,125000,W,4,O,0,7,39,0.81,2,93,A,0,2,0,0,0,2,0,0,0,N,0,105,105,80
16790,60,100,7,S,F,M,4,N,45,35,35,107000,W,3,A,0,1,74.98,1.57,4,4,A,0,2,0,1,1,2,0,0,0,N,0,105,105,80
12293,76,100,14,S,F,S,4,N,45,35,35,78000,R,6,A,2,1,250.94,0.76,14,10,A,0,4,0,1,2,3,0,0,0,N,0,238,32,20
37404,28,100,1,S,F,S,4,Y,100,100,0,124000,M,4,B,0,5,0,0,1,60,F,0,1,0,0,0,1,0,1,0,N,0,60,60,47
4774,67,100,14,S,F,M,5,N,25,25,45,105000,W,4,O,1,10,18.97,0.53,1,77,2,0,0,0,1,0,1,0,0,0,N,0,214,78,42
15714,59,100,11,S,M,S,3,N,15,0,35,93000,R,3,O,1,10,20,0.56,1,81,1,0,0,0,1,0,1,0,0,0,N,0,84,84,46
9221,60,100,14,S,F,M,2,N,0,0,35,25000,W,2,A,5,10,87.97,0.57,6,66,A,1,1,0,2,1,2,1,0,0,N,0,106,106,69
7652,58,100,9,S,F,M,6,N,55,65,55,271000,H,6,O,2,10,40,0.74,2,91,3,0,0,0,2,0,2,0,0,0,N,0,94,94,57
32965,29,100,4,S,F,M,4,Y,0,0,0,87500,H,2,O,0,7,16.96,1.3,1,111,A,0,1,0,0,0,1,0,0,0,N,0,131,111,109
36914,58,100,7,S,M,S,2,N,35,0,35,125000,H,6,O,0,8,8,0.67,1,63,A,0,1,0,0,0,1,0,0,0,N,0,63,63,52
20276,42,100,8,S,F,S,2,N,0,55,45,48000,M,3,O,0,5,42,1.4,2,60,A,0,2,0,0,0,2,0,0,0,N,0,65,65,53
5376,55,100,1,S,F,M,2,N,0,0,0,30000,U,3,B,2,7,61.27,0.49,4,89,0,1,1,0,0,0,1,0,1,0,N,0,181,89,53
22914,46,100,7,S,M,M,6,Y,100,100,100,366000,W,9,O,2,10,115.5,0.28,10,182,K,0,0,1,0,0,1,0,0,0,Y,7,204,83,46
36284,30,100,1,S,M,M,2,N,0,0,0,62500,B,5,O,0,3,11.99,0.6,2,60,A,0,2,0,0,0,2,0,0,0,N,0,60,60,47
34061,64,100,14,S,M,M,3,N,0,0,0,137500,W,7,O,0,9,28.97,0.8,2,95,A,0,2,0,0,0,2,0,0,0,N,0,95,95,82
31500,68,100,9,S,F,M,2,N,25,0,35,110000,W,2,C,0,6,19,0.49,1,128,0,1,1,0,0,0,1,1,0,0,N,0,128,128,103
17897,71,100,12,M,F,M,2,N,45,45,45,73000,U,2,B,0,6,108.45,1.02,5,109,A,1,3,0,0,0,3,0,1,0,N,0,141,109,73
30288,42,100,13,S,M,S,1,Y,100,75,65,15000,M,2,E,0,0,69.99,0.39,8,53,0,4,2,0,0,0,2,3,1,0,N,0,162,53,29
30656,46,100,1,S,F,M,3,Y,100,15,45,58000,M,3,O,0,13,10,NA,0,133,A,0,1,0,0,0,1,0,0,0,N,0,147,133,120
20339,66,100,14,S,F,M,2,N,35,0,35,59000,M,1,E,0,0,6.49,0.2,2,18,3,0,1,0,1,0,2,0,0,0,N,0,64,64,51
9422,55,100,10,S,F,M,3,Y,45,55,100,90000,W,7,O,1,8,54.95,0.92,4,61,1,0,2,0,1,0,4,0,0,0,N,0,62,62,38
23146,42,100,14,S,F,S,3,Y,65,85,100,43000,W,2,O,1,8,29.99,0.56,2,92,2,0,0,0,2,0,2,0,0,0,N,0,95,95,57
20212,49,100,12,S,F,S,3,Y,45,65,45,20000,H,3,O,0,6,0,0.42,0,63,A,0,1,0,0,0,1,0,0,0,N,0,67,63,51
32898,44,100,1,M,M,M,2,N,45,55,45,101000,M,3,B,0,8,78,3.09,3,62,A,0,2,0,0,0,1,0,1,0,N,0,62,62,50
23107,19,100,7,S,F,M,3,Y,0,0,0,62500,W,NA,S,2,4,99.97,0.91,6,50,A,0,1,0,1,0,1,0,0,0,Y,1,194,102,66
20702,44,100,1,S,F,M,6,Y,45,45,100,11000,B,3,E,0,3,47.01,0.52,4,46,A,0,3,0,0,0,3,0,0,0,N,0,57,56,7
36783,50,100,4,S,F,M,4,Y,65,100,100,121000,M,7,O,0,10,0.49,0.04,1,64,A,0,1,0,0,0,1,0,0,0,N,0,64,64,51
18672,71,100,4,S,F,S,2,N,15,0,35,29000,R,3,O,0,8,0,0.92,0,100,A,0,1,0,0,0,1,0,0,0,N,0,110,100,85
8617,74,100,8,S,F,M,3,Y,0,0,0,77000,R,3,E,3,1,53.97,0.44,4,15,A,1,1,0,0,0,1,0,0,0,N,0,57,57,19
41988,56,0,1,M,F,M,2,Y,0,0,0,30000,M,9,E,0,4,22,0.92,1,46,3,0,0,0,1,0,1,0,0,0,N,0,49,49,22
6545,60,100,14,S,F,M,3,N,35,25,35,245000,W,9,C,2,7,93.94,0.61,6,106,2,1,0,0,1,0,1,1,0,0,N,0,336,108,71
11713,74,100,14,S,M,M,5,N,45,45,45,140000,M,6,B,1,12,68,0.79,4,130,1,1,0,0,1,0,1,0,1,0,N,0,189,131,105
24843,47,100,14,S,F,M,4,Y,65,100,100,77000,H,4,O,3,10,155.97,1,8,73,A,0,3,0,0,0,4,0,0,0,N,0,243,97,64
19314,50,100,6,S,F,S,6,Y,100,100,100,12500,B,1,O,0,7,35,1.33,1,86,A,0,0,1,0,0,1,0,0,0,N,0,90,86,59
26464,25,100,1,M,M,M,1,N,0,25,25,24000,W,5,A,2,0,60,0.62,3,5,1,0,1,0,1,1,1,0,0,0,N,0,100,100,14
22019,74,100,14,S,F,M,3,N,35,0,45,84000,W,8,E,0,2,0,0,1,22,A,0,1,0,0,0,1,0,0,0,N,0,22,22,9
27361,42,100,5,S,F,M,3,Y,15,45,45,208000,U,9,E,0,1,104.82,0.95,11,6,A,0,5,0,2,0,7,0,0,0,Y,3,60,23,9
25854,39,100,10,S,F,M,2,U,45,0,35,55000,U,2,E,2,3,118.97,0.78,7,27,A,0,3,0,1,0,4,0,0,0,N,0,90,34,18
5969,62,100,14,S,F,M,4,N,45,45,45,118000,M,3,E,1,4,11.54,0.32,2,35,A,0,2,0,0,0,2,0,0,0,N,0,35,35,25
25931,42,100,14,S,F,M,2,N,45,65,45,25000,M,2,O,1,6,20,0.56,1,105,1,0,0,0,1,0,1,0,0,0,N,0,106,106,69
37777,50,100,14,S,F,M,4,Y,15,35,45,49000,M,3,O,0,3,0,0.42,0,57,A,0,1,0,0,0,1,0,0,0,N,0,57,57,44
30560,46,100,14,S,F,S,2,N,0,0,0,112500,W,9,O,0,10,36.97,0.92,2,87,A,0,1,0,0,0,1,0,0,0,N,0,151,87,63
20379,63,100,1,S,F,M,3,N,25,15,35,60000,B,3,O,0,6,0,0.83,0,63,A,0,1,0,0,0,1,0,0,0,N,0,63,63,49
15821,58,100,6,S,F,M,2,Y,45,55,45,42000,W,2,E,0,0,81.97,0.68,4,35,0,1,3,0,0,0,3,0,1,0,N,0,64,43,14
8717,60,100,1,S,F,S,1,U,15,25,45,27000,M,5,E,3,3,124.06,0.62,6,35,A,0,2,0,1,0,2,0,0,0,N,0,186,35,25
15672,52,100,6,S,F,M,4,Y,100,35,25,291000,M,9,A,1,0,124,0.41,11,2,A,1,2,0,3,2,3,1,0,0,N,0,84,24,7
159,51,20,6,M,F,S,1,U,0,0,0,112500,W,4,O,0,9,34,0.94,2,82,A,0,2,0,0,0,2,0,0,0,N,0,82,82,58
4918,54,100,12,S,F,M,3,U,45,65,35,243000,M,7,E,4,4,87,0.57,5,47,0,1,0,0,1,0,1,1,0,0,N,0,254,47,4
38255,26,100,1,S,F,S,1,Y,0,0,0,42500,U,5,O,0,5,0,0.56,0,51,A,0,1,0,0,0,1,0,0,0,N,0,51,51,37
24862,45,100,14,S,F,M,4,Y,100,100,100,191000,W,7,E,1,3,29.44,0.12,4,35,A,0,1,0,1,0,2,0,0,0,N,0,250,35,21
23581,45,100,12,S,F,S,1,Y,100,100,100,70000,W,7,A,1,1,41.49,0.56,5,1,A,0,3,0,1,1,3,0,0,0,N,0,152,126,102
10837,78,100,2,M,F,M,3,Y,45,45,35,17000,R,9,E,6,3,188.01,0.42,13,35,A,1,4,0,1,0,5,1,0,0,N,0,267,56,20
9898,62,100,14,S,F,M,3,N,15,0,45,152000,U,5,E,3,7,129.48,0.93,10,65,2,1,0,0,2,0,2,1,0,0,N,0,324,126,102
41778,31,0,1,S,F,S,2,Y,0,0,100,30000,W,4,O,0,10,12,1,1,83,6,0,0,0,1,0,1,0,0,0,N,0,88,88,75
23750,36,100,4,S,F,M,4,Y,100,100,65,147000,W,9,E,0,0,103.47,0.6,8,13,A,0,2,0,1,0,3,0,1,0,N,0,154,100,85
42898,47,0,11,M,F,S,1,U,25,35,45,19000,M,3,O,0,14,63.92,NA,2,170,A,0,1,0,0,0,1,0,0,0,N,0,170,170,92
22165,32,100,14,S,F,M,4,N,0,0,0,137500,W,9,O,3,10,52,0.64,3,108,A,0,1,0,1,0,2,0,0,0,N,0,252,108,71
12239,56,100,14,S,F,M,2,Y,100,45,100,124000,W,3,B,1,9,22,0.21,2,85,0,1,0,0,1,0,1,0,1,0,N,0,90,90,62
41871,29,0,3,S,F,S,1,U,45,35,15,16000,M,3,O,0,3,3.99,0.5,1,58,A,0,0,1,0,0,1,0,0,0,N,0,65,58,49
9800,75,100,14,S,F,M,2,N,45,35,35,43000,R,2,E,1,4,30.97,0.53,2,47,1,1,0,0,1,0,1,1,0,0,N,0,274,48,11
5852,62,100,1,S,F,S,2,U,35,0,35,83000,U,5,B,0,12,97.91,NA,4,133,0,1,1,0,1,0,2,0,1,0,N,0,133,133,108
474,51,20,1,S,M,M,3,U,25,0,45,47000,W,5,O,0,7,15.97,1.33,1,77,A,0,1,0,0,0,1,0,0,0,N,0,77,77,64
26161,42,100,14,S,F,M,6,Y,100,100,100,175000,H,9,B,1,10,54.97,0.61,3,75,F,0,0,0,1,0,1,0,1,0,N,0,138,81,52
21352,66,100,1,S,M,M,3,Y,0,0,15,90000,U,9,E,0,3,0,0,1,41,A,0,1,0,0,0,1,0,0,0,N,0,41,41,28
31544,48,100,2,S,F,M,4,Y,0,25,45,188000,U,7,B,0,9,19,0.43,1,125,0,1,0,0,1,0,1,0,1,0,N,0,127,127,102
34428,62,100,7,S,F,M,4,U,25,15,25,56000,U,3,O,0,10,22,0.92,1,88,8,0,0,0,1,0,1,0,0,0,N,0,95,95,67
36441,52,100,12,S,F,S,3,Y,45,45,45,39000,U,3,B,0,5,0,0.97,0,49,A,0,2,0,0,0,1,0,1,0,N,0,61,49,36
33876,36,100,13,S,F,M,1,Y,100,100,35,24000,U,5,E,0,3,6,1.33,1,39,A,0,1,0,0,0,2,0,0,0,N,0,124,39,25
38941,57,100,13,S,M,M,3,U,0,0,0,62500,U,3,E,0,4,66,1.83,1,44,A,0,1,0,0,0,1,0,0,0,N,0,44,44,6
32208,66,100,14,S,M,M,3,Y,35,15,45,97000,M,9,O,3,6,102.97,0.76,5,76,2,0,0,0,3,0,3,0,0,0,N,0,114,82,54
20114,43,100,4,S,F,M,5,Y,55,75,100,110000,W,7,O,0,7,0,0.42,0,71,A,0,1,0,0,0,1,0,0,0,N,0,71,71,59
6873,77,100,14,S,F,M,3,N,15,0,35,71000,R,2,E,1,5,56.94,0.67,3,40,A,1,2,0,1,0,3,1,0,0,N,0,40,40,25
10239,56,100,14,S,F,M,5,Y,0,0,35,139000,W,3,E,1,4,86,1.14,6,44,A,0,4,0,0,0,4,0,0,0,N,0,262,44,31
91,61,20,9,M,F,M,2,N,0,0,25,10000,M,5,E,0,10,44.95,0.65,4,68,A,0,2,0,0,0,2,0,0,0,N,0,68,68,57
9050,52,100,14,S,F,S,2,U,0,0,0,137500,U,1,E,2,5,48,0.47,4,28,4,2,1,0,0,0,3,0,0,0,N,0,45,45,19
23776,39,100,14,S,F,M,2,Y,75,100,75,80000,M,3,E,0,5,35,0.4,4,26,A,0,2,0,0,0,2,0,0,0,N,0,152,28,12
24219,45,100,5,S,F,M,5,Y,65,100,100,2.00E+05,W,6,O,0,6,64.7,0.47,4,92,2,0,1,0,1,0,2,0,0,0,N,0,252,136,98
960,27,40,6,S,F,S,1,U,0,25,15,51000,U,2,E,0,1,6,0.5,1,17,A,0,1,0,0,0,1,0,0,0,N,0,17,17,3
23679,40,100,14,S,F,M,4,Y,55,45,100,76000,B,3,E,2,7,73.97,0.57,3,70,L,1,2,0,0,0,2,1,0,0,N,0,72,70,26
40363,46,100,3,S,F,M,2,N,45,25,45,61000,W,3,E,0,3,3,0.25,1,27,A,0,1,0,0,0,1,0,0,0,N,0,27,27,13
16990,62,100,3,S,F,M,3,N,0,0,0,87500,U,2,E,0,2,10,0.83,2,5,A,0,3,0,0,0,3,0,0,0,N,0,217,138,108
8221,69,100,10,S,F,M,2,N,0,15,35,131000,M,4,O,4,9,105.05,0.56,7,89,1,0,1,0,1,0,2,0,0,0,N,0,264,90,54
12980,61,100,14,S,F,M,5,Y,100,0,75,97000,W,8,E,0,4,189,1.11,10,57,0,2,1,0,0,0,1,0,2,0,N,0,152,57,33
17726,59,100,14,M,F,M,2,Y,35,0,100,90000,W,7,E,0,2,57,1.06,4,20,A,0,1,0,0,0,2,0,0,0,N,0,138,20,7
21533,55,100,13,S,F,M,2,N,45,45,35,85000,W,3,E,0,4,22,0.92,1,35,1,0,0,0,1,0,1,0,0,0,N,0,37,37,12
33600,36,100,11,S,F,M,3,Y,100,100,0,206000,H,3,B,0,10,10,0.44,1,74,A,0,3,0,0,0,3,0,1,0,N,0,78,78,61
6289,76,100,11,S,F,M,3,N,0,0,0,137500,W,6,E,3,3,143.46,0.66,7,51,0,1,2,0,1,0,3,0,1,0,Y,1,130,108,51
21001,29,100,4,S,M,M,3,Y,100,65,35,32000,U,2,O,0,3,0.01,0,1,50,A,0,1,0,0,0,1,0,0,0,N,0,50,50,37
17770,58,100,7,S,F,M,2,N,0,0,0,35000,U,9,O,0,11,56.66,1.48,4,127,A,0,3,0,0,0,3,0,0,0,N,0,137,127,112
12457,57,100,14,S,F,S,2,N,45,0,35,23000,W,3,O,1,6,39.71,0.56,3,88,3,0,1,0,1,0,2,0,0,0,N,0,90,90,53
5272,51,100,10,S,F,S,1,N,45,45,45,42000,M,4,O,2,10,96.94,0.92,8,67,2,0,0,0,2,0,2,0,0,0,N,0,186,69,57
10321,59,100,14,S,F,M,4,Y,45,55,100,133000,W,7,O,3,9,75.97,0.7,4,93,A,0,2,0,0,0,2,0,0,0,N,0,263,93,57
22540,47,100,14,S,M,S,3,N,45,55,45,77000,W,3,O,1,10,61,0.56,4,98,2,0,1,0,1,0,2,0,0,0,N,0,239,99,63
17014,53,100,14,S,F,M,6,Y,55,65,100,151000,W,9,O,0,8,199.08,1.17,14,81,A,0,4,0,0,0,4,0,0,0,N,0,214,81,57
2910,59,100,4,S,M,M,2,N,35,35,15,192000,W,6,E,0,4,65.22,1.62,4,38,A,0,2,0,0,0,2,0,0,0,N,0,260,38,24
43166,57,0,1,S,F,S,2,Y,15,25,100,29000,U,3,O,0,9,0,0.92,0,NA,1,0,0,0,1,0,1,0,0,0,N,0,97,97,73
27259,33,100,7,S,F,M,2,N,45,65,45,145000,M,4,E,1,9,18.97,0.53,1,69,1,0,0,0,1,0,1,0,0,0,N,0,70,70,33
20743,37,100,1,S,F,S,3,Y,0,25,45,15000,U,2,E,0,5,144,1.53,6,25,A,0,3,0,0,0,3,0,0,0,N,0,56,56,19
13535,54,100,5,S,M,M,2,N,45,0,25,23000,W,3,O,1,12,19,0.79,1,125,1,0,0,0,1,0,1,0,0,0,N,0,126,126,102
9633,69,100,14,S,F,M,2,N,25,0,35,160000,R,8,O,1,8,20,0.56,1,83,2,0,0,0,1,0,1,0,0,0,N,0,84,84,47
23779,45,100,12,S,F,M,3,Y,25,75,75,94000,W,3,O,0,12,57,0.79,2,132,A,0,1,0,0,0,1,0,0,0,N,0,152,132,81
35400,53,100,13,S,F,M,4,U,45,45,35,57000,H,2,E,0,4,24,0.67,3,31,A,0,2,0,0,0,2,0,0,0,N,0,31,31,17
33269,40,100,8,S,F,M,5,Y,45,55,100,5.00E+05,W,9,O,0,8,33,0.92,1,108,A,0,1,0,0,0,1,0,0,0,N,0,108,108,72
15228,65,100,14,M,F,M,4,N,0,0,0,95000,H,9,O,1,10,20,0.56,1,101,1,0,0,0,1,0,1,0,0,0,N,0,102,102,65
5492,62,100,13,S,F,M,5,Y,100,100,15,138000,W,4,A,3,4,98,0.5,7,31,A,1,1,0,1,1,2,0,0,0,N,0,66,66,30
32941,61,100,7,S,M,M,2,U,25,35,35,36000,W,5,A,4,1,125.94,0.53,8,17,A,0,3,0,1,1,3,0,0,0,N,0,32,17,4
20089,46,100,6,M,F,M,2,N,35,35,35,17000,W,2,O,0,10,35,1,2,70,L,0,1,0,0,0,1,0,0,0,N,0,71,69,36
43838,30,0,1,S,F,S,2,Y,65,35,100,34000,M,2,E,0,5,20,0.25,5,32,A,0,4,0,0,0,4,0,0,0,N,0,51,51,14
16508,54,100,14,S,F,M,3,Y,45,100,100,77000,M,2,O,0,11,19,0.79,1,128,A,0,1,0,0,0,1,0,0,0,N,0,128,128,103
33242,42,100,11,S,M,M,4,Y,100,100,35,171000,W,9,O,0,10,34.94,2.18,2,109,A,0,2,0,0,0,2,0,0,0,N,0,109,109,96
29372,51,100,7,S,F,S,1,U,35,0,45,66000,W,5,C,0,7,11,0.92,1,121,A,1,1,0,0,0,1,1,0,0,N,0,121,121,108
32382,36,100,1,S,F,M,4,Y,100,100,65,147000,W,9,O,0,5,0,0.65,0,51,A,0,1,0,0,0,2,0,0,0,N,0,122,51,37
26031,40,100,8,S,F,M,3,Y,45,100,55,132000,U,5,E,1,1,111.91,1.11,4,20,A,0,4,0,1,0,4,0,1,0,N,0,96,96,59
42711,76,0,14,M,F,S,4,Y,65,100,100,18000,R,4,A,0,0,101.96,1.11,6,1,A,0,5,0,0,1,3,1,0,0,N,0,145,32,9
23086,41,100,8,S,F,M,5,Y,100,100,0,111000,W,3,E,2,2,98.97,0.57,6,62,F,0,1,1,1,0,4,0,0,0,N,0,122,111,74
17658,75,100,14,S,M,M,3,N,35,0,35,34000,R,3,A,0,1,67.99,0.61,8,3,A,0,5,0,0,1,3,0,1,0,N,0,35,17,4
15697,49,100,14,S,F,M,2,Y,0,0,0,162500,U,9,E,2,6,59.94,0.91,3,79,A,0,1,0,1,0,2,0,0,0,N,0,84,84,47
35419,40,100,1,S,M,S,4,Y,100,55,65,39000,B,4,B,0,7,22,0.65,1,71,7,1,0,0,1,0,1,0,1,0,N,0,78,78,49
