CustomerID,Age,HomeOwner,ResidenceLength,DwellingType,Gender,Marital,HouseholdSize,ChildPresent,Child0-5,Child6-12,Child13-18,Income,Occupation,HomeValue,MagazineStatus,PaidDirectMailOrders,YearsSinceLastOrder,TotalAmountPaid,DollarsPerIssue,TotalPaidOrders,MonthsSinceLastPayment,LastPaymentType,UnpaidMagazines,PaidCashMagazines,PaidReinstateMagazines,PaidCreditMagazines,ActiveSubscriptions,ExpiredSubscriptions,RequestedCancellations,NoPayCancellations,PaidComplaints,GiftDonor,NumberGiftDonations,MonthsSince1stOrder,MonthsSinceLastOrder,MonthsSinceExpire,Renewal
11746,73,100,5,S,F,M,2,N,35,0,35,130000,R,3,E,1,3,174.91,0.71,9,45,A,0,2,0,0,0,2,0,0,0,N,0,231,45,14,0
11747,59,100,14,S,F,M,6,Y,100,75,0,174000,M,7,A,4,1,162.04,0.64,13,3,A,1,5,0,3,1,4,4,0,0,N,0,336,120,83,0
11748,56,100,5,S,F,M,4,Y,65,35,45,107000,U,7,E,3,3,160.24,0.63,13,50,A,1,0,2,2,0,4,1,0,0,Y,5,126,50,14,0
11750,75,100,14,S,F,M,3,Y,45,45,100,82000,W,9,B,1,10,20,0.2,1,98,0,3,0,0,1,0,1,1,1,0,N,0,99,99,63,0
11751,58,100,6,S,M,M,3,N,45,0,35,132000,M,8,E,2,5,70.99,0.55,7,49,1,0,0,0,2,0,2,0,0,0,N,0,281,60,24,0
11752,69,100,3,S,F,M,2,N,25,0,35,71000,U,4,O,1,7,44.99,0.61,3,107,1,0,1,0,1,0,2,0,0,0,N,0,213,108,71,0
11753,50,100,14,S,M,M,2,N,45,45,45,146000,M,5,O,1,14,73.96,NA,4,134,A,0,1,0,0,0,1,0,0,0,N,0,210,134,110,0
11754,52,100,8,S,F,S,1,N,45,55,35,77000,W,4,O,1,11,36.7,NA,2,134,A,0,1,0,0,0,1,0,0,0,N,0,210,134,109,0
11755,55,100,14,S,F,M,4,N,25,0,45,148000,W,9,O,2,9,51,0.79,3,73,A,0,1,0,1,0,2,0,0,0,N,0,210,132,107,0
11757,65,100,14,S,F,M,4,N,15,0,45,183000,U,9,E,4,7,78.97,0.74,5,69,A,0,0,0,2,0,2,0,0,0,Y,1,210,69,34,0
11759,51,100,13,S,F,M,6,Y,65,75,100,131000,M,6,E,2,1,140,0.53,10,16,4,2,5,0,1,0,6,0,2,0,Y,2,154,38,24,0
11760,60,100,14,S,F,M,2,N,45,0,35,74000,U,6,O,1,11,109,NA,5,137,A,0,1,0,1,0,2,0,0,0,N,0,210,137,86,0
11761,53,100,12,S,F,M,4,Y,65,55,100,176000,M,6,O,2,9,69.97,0.89,4,94,2,0,0,0,3,0,3,0,0,0,N,0,210,126,101,0
11764,74,100,14,S,F,M,2,N,15,35,35,18000,R,3,O,6,7,91.42,0.58,6,74,1,0,0,0,2,0,2,0,0,0,N,0,209,75,39,0
11765,52,100,14,M,F,M,3,Y,0,25,100,5000,U,2,E,1,5,40,0.56,2,57,0,2,1,0,0,0,1,0,1,0,N,0,87,57,26,0
11766,53,100,7,S,M,M,4,Y,15,0,100,59000,M,4,O,3,10,104.49,0.78,6,71,1,0,2,0,1,0,3,0,0,0,N,0,209,88,60,0
11767,61,100,14,S,F,M,3,Y,45,75,100,69000,W,3,E,5,9,73,0.56,5,77,L,0,1,0,1,0,2,0,0,0,N,0,209,90,54,0
11768,50,100,6,S,F,M,3,Y,0,0,100,216000,W,8,E,2,3,59,0.62,3,53,A,1,1,0,0,0,1,0,1,0,N,0,154,53,24,0
11769,54,100,14,S,M,M,3,Y,45,100,100,140000,W,5,O,1,9,37,0.56,2,93,1,0,0,0,1,0,1,0,0,0,N,0,209,94,57,0
11770,58,100,10,S,F,S,1,N,35,15,35,63000,M,6,O,2,6,83.97,0.64,5,83,A,0,2,0,0,0,2,0,0,0,N,0,121,83,61,0
11771,66,100,5,S,F,M,3,Y,25,35,100,117000,U,9,E,4,4,190.19,0.74,10,35,A,0,2,0,1,0,3,0,0,0,N,0,208,104,33,0
11772,54,100,14,S,F,M,6,N,0,0,0,118000,W,7,E,4,3,136.94,0.66,8,31,A,1,2,0,1,0,3,1,0,0,N,0,171,79,42,0
11773,72,100,10,S,M,M,5,Y,100,0,0,87500,U,9,O,2,6,73,0.79,4,117,A,0,1,0,0,0,1,0,0,0,N,0,208,117,93,0
11774,58,100,14,S,F,M,2,N,25,0,35,37000,B,4,E,1,3,18.97,0.53,1,55,5,0,0,0,1,0,1,0,0,0,N,0,208,59,20,0
11775,59,100,14,S,F,M,5,N,45,15,35,342000,U,8,O,1,9,207.87,1.51,12,87,A,0,2,0,1,0,3,0,0,0,N,0,157,87,73,0
11776,61,100,13,S,F,M,5,Y,0,15,100,157000,U,3,O,0,7,58.85,0.85,3,109,3,0,0,0,1,0,1,0,0,0,N,0,208,112,81,0
11779,52,100,10,S,M,S,1,N,25,0,45,42000,W,3,E,2,3,94.97,0.71,7,59,1,1,0,0,1,0,1,1,0,0,N,0,208,60,23,0
11780,56,100,1,M,F,S,2,U,0,0,0,35000,W,6,E,3,8,149.64,0.53,4,71,1,2,0,0,1,0,1,2,0,0,N,0,203,72,35,0
11781,50,100,14,S,F,M,2,Y,0,75,100,137000,W,9,O,0,6,110.94,1.17,5,101,2,0,1,0,2,0,4,0,0,0,N,0,207,122,109,0
11783,69,100,14,S,F,M,4,N,45,35,35,114000,W,3,A,0,0,130,0.76,11,2,A,0,2,0,0,1,1,0,0,0,N,0,39,39,13,0
11784,53,100,14,S,F,M,4,N,0,65,45,97000,W,5,O,0,13,60.45,NA,5,135,A,0,2,0,0,0,2,0,0,0,N,0,207,135,110,0
11785,51,100,14,S,F,M,5,N,45,0,45,236000,W,6,O,2,8,127.68,0.69,6,72,0,0,1,0,2,0,3,0,0,0,Y,2,196,120,83,0
11786,50,100,14,S,F,S,5,Y,45,45,55,58000,B,3,O,1,7,32,0.56,2,117,1,0,0,0,1,0,1,0,0,0,N,0,207,117,81,0
11787,68,100,14,S,F,M,5,Y,25,15,100,99000,M,8,O,1,8,75.97,0.8,6,81,A,0,2,0,0,0,2,0,0,0,N,0,206,123,97,0
11790,58,100,10,S,M,M,5,Y,45,65,100,119000,H,4,A,2,2,162,1.28,7,12,A,0,1,0,1,1,1,0,0,0,N,0,350,111,74,1
11793,59,100,9,S,F,M,3,Y,45,100,45,112000,W,3,O,4,7,69.97,0.92,6,142,1,0,1,0,3,0,4,0,0,0,Y,2,132,132,107,0
11794,53,100,14,S,F,M,3,Y,0,100,45,186000,M,9,O,4,8,66.98,0.71,4,73,1,0,1,0,2,0,3,0,0,0,N,0,199,90,53,0
11795,51,100,14,S,F,M,2,N,45,45,45,99000,H,2,C,1,3,76,0.53,5,106,0,1,0,0,1,0,1,1,0,0,N,0,205,108,71,0
11796,68,100,14,S,F,M,3,N,0,0,15,95000,H,5,E,6,1,127.97,0.56,10,52,0,1,1,0,2,0,3,1,0,0,N,0,205,54,17,0
11797,48,100,14,S,F,M,4,Y,65,100,100,110000,B,6,E,0,5,61.76,0.33,5,43,A,3,2,0,1,0,2,3,1,0,N,0,205,43,13,0
11798,49,100,4,S,F,M,3,Y,0,35,100,153000,W,5,O,1,5,98.5,0.99,5,84,2,0,1,0,1,0,2,0,0,0,Y,2,205,87,50,0
11799,52,100,14,S,F,M,3,Y,45,55,45,70000,M,3,O,1,10,37,0.56,2,80,1,0,0,0,1,0,1,0,0,0,N,0,205,82,45,0
11800,68,100,8,M,F,S,2,N,45,45,45,63000,W,4,E,2,7,48.97,0.32,3,61,2,1,0,0,2,0,2,1,0,0,N,0,87,87,50,0
11802,78,100,9,S,F,M,2,N,15,0,35,19000,H,2,E,1,4,27.96,0.41,2,36,A,1,3,0,0,0,3,1,0,0,N,0,36,36,23,0
11803,50,100,1,S,F,M,4,Y,45,65,100,6000,W,6,E,3,3,152.97,0.75,9,58,1,0,1,0,2,0,3,0,0,0,Y,1,202,60,23,0
11804,53,100,5,S,F,M,3,Y,65,100,100,87000,W,4,O,0,12,138,NA,3,142,L,0,1,0,0,0,1,0,0,0,N,0,205,141,95,0
11805,49,100,10,S,F,M,4,Y,65,100,100,136000,M,3,E,0,3,108,0.81,11,40,A,0,4,0,0,0,4,0,0,0,N,0,86,86,77,0
11806,62,100,14,S,F,M,5,N,55,55,45,60000,W,2,O,2,7,42,0.56,2,102,A,0,2,0,0,0,2,0,0,0,N,0,102,102,65,0
11808,48,100,14,S,F,M,6,Y,100,55,100,217000,M,2,E,1,3,30.97,0.51,2,55,A,0,1,0,1,0,2,0,0,0,N,0,204,57,21,0
11809,72,100,1,M,F,M,2,N,25,15,35,199000,H,4,E,2,8,152.91,0.63,10,65,2,0,0,0,1,0,1,0,0,0,N,0,204,66,30,0
11810,79,100,14,S,F,M,2,N,45,35,45,51000,R,7,C,4,8,302.93,2.21,16,87,A,0,2,0,2,0,3,1,0,0,Y,5,200,111,87,0
11811,74,100,9,S,M,M,2,N,0,15,15,154000,R,7,E,1,6,30.94,0.53,2,72,A,0,1,0,0,0,1,0,0,0,N,0,204,72,35,0
11812,59,100,14,S,F,M,6,Y,100,0,0,332000,W,9,A,4,2,80.85,0.68,5,20,A,0,2,0,0,1,1,0,0,0,N,0,204,89,40,0
11813,56,100,14,S,F,M,2,N,45,45,45,32000,U,3,C,1,8,38,0.43,3,130,0,1,1,0,0,0,1,1,0,0,N,0,204,130,79,0
11814,56,100,14,S,F,M,6,N,45,35,35,123000,W,5,E,0,3,88.47,0.79,6,35,A,0,0,0,0,0,1,0,0,0,N,0,204,35,13,0
11816,49,100,14,S,F,M,2,Y,100,100,45,153000,W,7,B,1,5,22.01,0.67,2,40,A,1,2,0,0,0,2,0,1,0,N,0,109,109,85,0
11817,62,100,14,M,M,M,2,Y,45,45,100,20000,B,2,O,2,9,39.85,0.61,2,107,1,0,0,0,1,0,1,0,0,0,N,0,204,108,71,0
11818,48,100,14,S,F,M,2,N,45,65,45,28000,M,2,E,4,5,174.42,0.43,12,48,A,1,3,0,0,0,3,0,1,0,N,0,230,48,34,0
11819,56,100,9,S,F,M,3,Y,35,100,45,130000,M,5,O,1,14,75.81,NA,4,135,A,0,1,0,0,0,1,0,0,0,N,0,204,135,107,0
11820,68,100,14,S,F,M,3,N,35,0,35,82000,W,5,A,4,0,412.97,1.21,23,13,A,0,2,0,1,1,2,0,0,0,Y,16,204,77,42,0
11822,49,100,14,S,F,M,4,Y,65,100,100,78000,H,3,O,1,7,25.6,0.75,2,98,1,0,1,1,1,0,4,0,0,0,N,0,133,102,85,0
11824,48,100,7,S,M,M,4,Y,0,100,100,187500,W,8,O,1,13,62.5,NA,4,143,A,0,1,0,0,0,1,0,0,0,N,0,204,143,114,0
11825,49,100,1,S,F,M,2,Y,65,100,0,78000,M,3,B,2,8,128.96,0.5,7,109,A,1,3,0,0,0,3,0,1,0,N,0,204,131,83,0
11826,64,100,14,S,F,M,3,N,25,0,35,97000,W,6,O,1,7,41,0.85,6,102,A,0,1,0,0,0,1,0,0,0,N,0,204,102,71,0
11828,50,100,14,M,F,M,4,Y,65,0,100,159000,M,6,O,1,6,60,0.85,7,88,2,0,0,0,1,0,2,0,0,0,N,0,204,90,65,0
11829,63,100,14,S,M,M,6,N,45,65,45,1.00E+05,W,3,O,0,9,57,0.92,3,91,3,0,0,0,1,0,1,0,0,0,N,0,204,93,67,0
11830,58,100,11,S,F,M,3,N,15,0,35,40000,W,4,E,1,4,36,0.43,2,56,0,1,0,0,1,0,1,1,0,0,N,0,204,60,20,0
11832,64,100,5,S,F,M,6,Y,45,45,45,128000,M,5,C,2,9,72.5,0.86,7,62,A,1,1,0,0,0,1,1,0,0,Y,4,204,62,42,0
11833,61,100,12,S,F,M,2,N,35,0,35,54000,M,3,O,0,10,102.97,0.79,6,116,A,0,2,0,1,0,3,0,0,0,N,0,204,116,92,0
11834,77,100,14,S,F,M,6,Y,100,100,100,154000,R,9,O,0,7,49.48,0.48,6,72,A,0,1,0,0,0,2,0,0,0,Y,1,204,72,60,0
11836,69,100,14,S,M,M,2,N,15,0,25,178000,W,9,O,2,5,63,0.79,5,48,A,0,2,0,0,0,2,0,0,0,Y,2,126,124,78,0
11837,62,100,14,S,F,M,4,N,0,0,35,56000,M,3,E,3,4,50.43,0.57,4,26,A,0,3,1,0,0,4,0,0,0,N,0,57,26,7,0
11838,53,100,14,S,F,M,3,Y,45,55,100,36000,W,4,O,2,7,60,0.85,4,111,A,0,1,0,1,0,3,0,0,0,N,0,204,111,69,0
11839,53,100,14,S,F,M,3,Y,45,45,100,131000,W,5,O,3,10,60,0.85,6,114,1,0,0,0,1,0,1,0,0,0,N,0,204,115,70,0
11840,63,100,14,S,F,M,2,N,25,15,45,40000,M,7,O,2,15,9.5,0,2,NA,0,0,1,0,0,0,1,0,0,0,N,0,150,127,115,0
11841,56,100,14,S,F,S,2,N,45,45,35,111000,M,5,O,2,9,42.5,0.42,2,83,1,0,0,0,1,0,1,0,0,0,N,0,203,83,71,0
11842,60,100,14,S,F,M,2,N,35,0,25,58000,W,2,A,1,1,120.25,0.86,7,15,A,0,2,0,1,1,2,0,0,0,N,0,189,156,106,0
11843,48,100,14,S,F,M,4,Y,65,65,100,195000,M,3,O,1,9,113,1.25,5,110,A,0,1,1,0,0,2,0,0,0,N,0,127,110,80,0
11844,48,100,14,S,M,S,2,U,15,25,45,107000,B,4,A,3,1,101.79,0.6,9,5,A,1,3,0,0,1,2,1,0,0,Y,1,200,119,72,0
11845,56,100,8,S,F,M,3,Y,45,65,45,128000,W,6,C,1,6,37,0.36,2,203,0,1,0,0,1,0,1,1,0,0,N,0,203,96,60,0
11847,49,100,4,S,F,M,6,Y,25,100,100,76000,U,5,E,1,2,30.97,0.46,3,6,A,0,2,0,1,0,3,0,0,0,N,0,72,72,35,0
11848,57,100,4,S,F,M,3,Y,25,0,35,139000,W,9,O,1,10,53,0.79,6,116,1,0,0,0,2,0,2,0,0,0,N,0,202,117,80,0
11849,66,100,14,S,F,M,4,N,35,0,35,108000,M,9,B,0,8,72.95,0.61,6,99,A,1,3,0,0,0,3,0,1,0,Y,1,127,99,66,0
11852,70,100,1,M,F,M,4,Y,0,0,0,137500,W,7,A,0,1,146.97,0.81,16,47,9,1,3,0,1,1,3,1,0,0,Y,2,118,118,93,0
11853,56,100,14,S,M,M,6,Y,0,0,100,161000,W,8,O,1,14,167.35,NA,9,170,A,0,2,0,0,0,2,0,0,0,N,0,226,170,103,0
11854,61,100,14,S,F,M,6,Y,0,100,100,59000,W,5,B,1,7,47.97,0.28,3,122,0,2,1,0,1,0,2,1,1,0,Y,2,421,123,99,0
11855,52,100,3,S,F,M,5,Y,0,0,100,103000,W,3,E,2,5,227.85,0.84,11,28,A,4,6,0,0,0,4,5,1,0,Y,1,284,28,13,0
11856,55,100,8,S,F,M,6,Y,65,0,100,139000,W,7,A,6,3,165.91,0.83,9,33,A,1,1,0,2,1,2,1,0,0,Y,1,288,120,81,0
11857,52,100,14,S,F,M,2,Y,15,55,45,141000,W,7,O,3,13,109.47,NA,8,152,A,0,1,0,0,0,1,0,0,0,N,0,274,152,93,0
11858,58,100,14,S,F,M,6,N,0,45,45,85000,W,5,C,2,9,26,0.39,2,90,M,3,1,0,0,0,1,3,0,0,Y,2,90,90,42,0
11861,63,100,14,S,F,M,3,N,25,0,45,155000,M,5,E,1,2,6.01,0,3,22,A,0,2,0,0,0,2,0,0,0,Y,1,360,22,8,1
11863,49,100,14,S,F,M,6,Y,0,100,100,45000,W,2,E,4,0,49.97,0.21,8,11,A,3,5,0,0,0,6,2,0,0,N,0,94,48,34,0
11865,53,100,14,S,F,M,5,Y,100,100,100,15000,M,3,E,0,2,88.84,0.13,4,19,A,1,2,0,0,0,2,0,1,0,N,0,237,19,6,0
11869,57,100,14,S,F,M,6,N,0,0,0,44000,W,2,E,3,5,92.96,0.66,6,46,A,0,1,0,2,0,3,0,0,0,N,0,148,96,59,0
11871,63,100,14,S,F,M,3,N,45,15,35,141000,W,9,O,1,9,84.01,0.56,9,93,1,0,0,0,1,0,1,0,0,0,Y,4,409,94,57,0
11873,54,100,1,S,F,M,5,Y,0,0,100,176000,W,9,O,2,6,148,1,6,87,L,0,2,0,0,0,2,0,0,0,N,0,227,144,93,0
11874,54,100,11,S,F,M,3,N,0,45,45,170000,M,4,A,1,0,92.02,0.83,5,22,A,0,1,0,1,1,1,0,0,0,Y,1,250,106,69,0
11875,62,100,14,S,F,M,5,N,0,0,0,105000,B,4,O,1,7,78.22,0.61,5,107,1,0,2,0,1,0,3,0,0,0,N,0,196,108,71,0
11877,54,100,14,S,F,M,3,Y,0,0,100,112500,M,4,C,1,15,122.46,0.79,10,131,A,1,3,0,0,0,2,2,0,0,N,0,288,131,95,0
11878,53,100,9,S,M,M,3,Y,65,45,100,138000,B,5,E,1,3,15.72,0,2,47,A,0,1,0,0,0,1,0,0,0,N,0,274,47,33,0
11879,61,100,6,S,F,M,2,U,25,0,35,34000,W,2,A,0,5,101,0.71,6,61,L,0,2,0,0,1,1,0,0,0,Y,1,99,74,26,0
11881,51,100,14,S,F,M,5,Y,0,100,100,87500,W,4,O,0,14,199.47,NA,8,138,A,0,1,1,0,0,3,0,0,0,Y,1,221,138,118,0
11882,50,100,5,S,F,M,6,Y,45,100,100,173000,B,2,B,2,4,127.52,0.14,10,82,0,1,0,1,1,0,2,0,1,0,Y,2,272,84,47,0
11884,53,100,14,S,F,M,2,Y,0,0,100,65000,W,4,B,0,4,22,0.52,1,49,0,2,1,0,1,0,1,0,3,0,N,0,79,64,54,0
11885,51,100,5,S,F,M,5,Y,0,0,100,79000,W,3,E,1,3,74.08,0.56,4,27,A,0,1,0,0,0,1,0,0,0,N,0,208,27,13,0
11886,51,100,14,S,F,M,4,Y,0,0,100,171000,W,6,E,1,3,170.82,0.62,12,37,A,0,2,1,0,0,3,0,0,0,Y,1,267,37,23,0
11887,48,100,14,S,F,M,3,Y,35,35,100,42000,W,4,O,1,8,58,0.61,3,105,2,0,0,0,1,0,1,0,0,0,N,0,228,107,70,0
11888,72,100,8,S,F,M,3,N,65,35,35,313000,W,9,E,1,3,81.02,0,8,32,A,0,2,0,1,0,2,0,1,0,N,0,257,32,16,0
11889,57,100,12,S,F,M,4,Y,0,15,100,143000,W,5,A,1,0,272.42,1.02,13,19,S,0,6,0,0,2,3,0,1,0,N,0,261,32,25,1
11892,56,100,8,S,F,M,4,Y,15,0,35,90000,W,5,E,3,4,157.68,0.53,10,35,S,0,2,0,1,0,2,0,0,1,Y,2,54,54,17,0
11893,57,100,14,S,F,M,2,N,45,45,35,5000,B,1,O,2,9,64.97,0.67,5,78,A,0,1,0,2,0,3,0,0,0,Y,1,118,78,42,0
11894,59,100,11,S,F,M,2,N,45,45,35,93000,M,3,O,3,10,74,0.7,4,67,A,0,1,1,1,0,3,0,0,0,N,0,203,118,81,0
11895,58,100,14,S,F,M,5,Y,100,0,0,282000,W,9,B,3,8,137.44,1.18,8,94,S,0,2,0,1,0,2,0,1,0,N,0,285,131,118,0
11896,56,100,1,S,F,S,6,Y,100,100,100,51000,M,2,C,1,12,77.87,NA,3,149,A,1,1,0,0,0,1,1,0,0,N,0,182,149,98,0
11897,52,100,14,S,F,M,4,Y,65,100,100,158000,W,5,O,1,8,20,0.56,1,85,2,0,0,1,1,0,2,0,0,0,N,0,86,86,50,0
11898,59,100,1,S,F,M,3,Y,0,0,0,96000,M,7,E,6,0,192.86,0.89,12,22,A,0,1,0,4,0,5,0,0,0,N,0,230,22,9,0
11900,57,100,1,M,F,M,2,U,0,15,25,63000,M,4,E,1,7,19,0.53,1,65,2,1,0,0,1,0,1,0,1,0,N,0,201,66,30,0
11903,58,100,14,S,F,M,4,N,0,0,0,110000,W,3,E,4,8,94.52,0.51,9,72,3,0,1,0,1,0,2,0,0,0,Y,3,336,75,37,0
11904,56,100,12,S,F,M,3,N,45,65,35,121000,M,5,E,0,5,19.97,1.09,1,38,A,0,1,0,1,0,2,0,0,0,N,0,123,38,25,0
11905,57,100,6,M,F,S,3,U,45,65,45,76000,W,3,O,3,8,109.86,1.29,7,110,A,0,2,1,0,0,3,0,0,0,N,0,262,110,97,0
11906,50,100,14,S,F,M,2,Y,100,35,65,98000,W,2,E,2,4,190.85,0.78,5,45,3,0,1,0,2,0,3,0,0,0,N,0,204,73,18,0
11908,53,100,14,S,F,M,3,Y,45,65,55,157000,M,4,C,0,15,175.92,1.95,8,124,A,1,2,0,0,0,2,1,0,0,N,0,213,124,100,0
11909,62,100,14,S,F,M,6,N,0,0,0,124000,M,5,B,2,4,97.86,1.29,5,38,S,0,2,0,2,0,3,0,1,0,N,0,132,132,119,0
11910,53,100,9,S,F,M,6,Y,0,0,100,120000,B,3,E,1,3,67.97,0.34,6,54,1,1,0,0,1,0,1,0,0,0,N,0,312,56,21,0
11911,60,100,14,S,M,M,3,N,45,45,35,89000,R,4,O,0,13,39,0.75,3,125,A,0,3,0,0,0,3,0,0,0,N,0,185,125,111,0
11912,58,100,14,S,F,M,5,Y,0,0,100,5.00E+05,H,9,E,3,2,66,1.04,7,132,I,0,1,1,2,0,4,0,0,0,N,0,243,132,96,0
11913,64,100,8,M,F,M,5,N,55,55,45,178000,W,6,A,3,0,117,0.46,11,3,A,0,4,0,0,2,2,0,0,0,Y,2,421,85,56,0
11914,50,100,14,S,F,M,3,N,45,55,45,122000,H,5,O,1,7,77,1.37,4,113,A,0,1,0,0,0,1,0,0,0,N,0,295,113,68,0
11915,51,100,14,S,F,M,5,Y,45,45,100,216000,W,9,O,4,8,111,0.87,19,105,M,0,2,0,1,0,3,0,0,0,N,0,96,95,48,0
11916,50,100,14,S,F,M,3,Y,100,100,100,153000,U,7,O,1,15,19,NA,1,137,1,0,1,0,1,0,2,0,0,0,N,0,138,138,113,0
11917,54,100,12,S,F,M,3,Y,45,65,100,159000,M,8,A,1,0,61.97,0.72,3,14,A,1,2,0,1,1,2,0,0,0,N,0,135,135,110,0
11919,60,100,14,S,M,S,3,N,35,15,35,64000,W,5,E,2,0,66,0.71,3,18,A,1,0,0,2,0,3,0,0,0,N,0,138,119,91,0
11920,55,100,14,S,F,M,5,N,45,35,45,20000,M,4,E,1,4,72.97,0.67,4,35,A,0,2,0,1,0,3,0,0,0,N,0,279,35,6,1
11921,63,100,14,S,F,M,3,N,0,0,0,42500,M,2,O,1,10,56,0.56,3,103,4,0,0,1,1,0,2,0,0,0,N,0,208,106,69,0
11923,55,100,14,S,F,M,4,N,45,55,45,78000,B,3,O,0,10,124.86,0.42,6,78,A,0,3,0,0,0,3,0,0,0,N,0,78,78,61,0
11924,53,100,14,S,F,M,2,N,45,0,45,90000,U,4,E,2,1,38.97,1.41,2,14,A,0,2,1,0,0,3,0,0,0,N,0,149,110,97,0
11925,59,100,14,S,F,M,2,N,55,45,35,223000,W,9,B,1,8,44.01,1,3,97,3,1,0,0,2,0,2,0,1,0,Y,1,105,105,80,0
11926,60,100,14,S,F,M,5,N,0,0,0,39000,W,2,A,2,0,9,0.09,2,6,A,1,2,0,0,1,1,1,0,0,Y,1,209,22,9,0
11927,51,100,14,S,F,M,6,Y,45,65,100,235000,M,9,O,1,8,50.97,0.63,8,84,A,0,1,0,1,0,2,0,0,0,Y,2,274,108,71,0
11928,54,100,5,S,F,M,2,N,45,35,45,39000,W,8,E,4,10,97.43,0.79,7,76,A,0,1,0,1,0,2,0,0,0,Y,2,274,76,35,0
11929,64,100,14,S,F,M,3,N,0,0,35,210000,M,9,E,5,5,142.82,0.64,11,35,A,1,1,0,2,0,3,1,0,0,N,0,166,72,34,0
11930,48,100,14,S,F,M,2,U,35,25,45,84000,W,4,B,1,7,32,0.36,2,105,0,1,0,0,1,0,1,0,1,0,Y,1,106,106,69,0
11931,55,100,14,S,F,M,6,Y,100,45,45,68000,R,4,E,9,0,209.91,0.68,17,23,1,2,3,1,3,0,7,1,0,1,N,0,303,59,46,0
11932,52,100,14,S,F,M,3,N,55,55,45,147000,H,5,E,0,2,73.97,0.73,7,13,A,0,3,0,0,0,3,0,0,0,N,0,192,83,58,0
11934,64,100,9,S,F,M,2,N,25,0,45,82000,W,3,A,7,0,135.43,0.95,9,2,A,0,2,1,1,1,3,0,0,0,N,0,202,106,81,0
11935,51,100,7,S,F,M,3,Y,45,65,100,147000,W,6,E,2,5,83.5,0.62,5,39,A,0,1,0,1,0,2,0,0,0,N,0,203,81,45,0
11938,55,100,14,S,F,M,3,Y,65,100,85,59000,W,3,B,1,9,61.24,0.36,4,116,0,2,1,0,1,0,3,1,1,0,N,0,397,117,81,0
11939,51,100,14,S,F,M,5,Y,65,45,100,5.00E+05,W,9,C,2,8,157.62,0.92,10,140,4,0,1,0,2,0,2,1,0,0,Y,2,245,107,81,0
11941,68,100,3,S,F,S,5,Y,25,100,100,12000,R,1,E,1,5,121.91,0.7,11,29,A,0,3,0,1,0,4,0,0,0,Y,5,65,56,29,0
11942,61,100,9,S,M,M,2,Y,25,15,100,177000,W,5,B,2,14,66.73,NA,3,194,2,1,0,1,1,0,2,0,1,0,N,0,142,142,117,0
11944,52,100,8,S,F,M,3,Y,0,0,75,169000,W,6,E,3,5,57.97,0.59,7,29,A,0,1,1,0,0,2,0,0,0,N,0,204,29,13,0
11945,70,100,1,S,F,M,4,Y,15,0,35,182000,M,9,A,4,2,177.95,1.01,10,15,A,0,1,0,2,1,2,0,0,0,Y,2,136,121,109,0
11946,55,100,14,S,F,M,6,Y,100,0,75,108000,W,4,O,2,9,99,0.56,8,88,2,0,0,0,1,0,1,0,0,0,Y,3,204,90,53,0
11948,52,100,10,S,F,M,4,Y,100,100,0,175000,W,5,A,2,1,68.97,0.7,5,7,A,1,2,0,1,1,2,1,0,0,N,0,210,111,74,0
11949,49,100,14,S,F,M,5,Y,65,0,100,116000,W,5,E,1,5,114.65,0.86,15,49,A,3,2,0,0,0,2,3,0,0,Y,1,275,49,23,0
11950,73,100,14,S,F,M,2,N,45,35,45,166000,R,8,B,1,7,37.51,0.73,2,101,1,0,1,0,1,0,1,0,1,0,N,0,207,101,65,0
11951,52,100,14,S,F,M,3,N,35,0,45,67000,M,3,A,1,3,20,0.22,1,86,F,0,0,0,1,1,1,0,0,0,N,0,99,87,51,0
11952,60,100,14,S,F,M,3,N,0,65,35,42000,W,3,C,2,10,56.77,1.05,4,117,A,1,1,1,1,0,3,1,0,0,N,0,118,117,100,0
11953,54,100,1,S,M,M,3,Y,55,15,100,101000,M,3,O,1,6,56.5,1.44,3,111,A,0,2,0,0,0,3,0,0,0,N,0,203,127,101,0
11954,59,100,14,S,M,M,6,Y,100,65,35,183000,W,9,E,3,3,89.97,0.65,5,43,A,0,1,0,0,0,1,0,0,0,Y,2,228,43,18,0
11955,76,100,7,S,F,S,1,N,0,0,0,87500,W,8,O,6,9,95.97,0.92,11,95,1,0,1,0,1,0,2,0,0,0,N,0,250,100,85,0
11956,61,100,14,S,F,M,2,Y,65,35,100,19000,M,4,C,1,9,60.97,0.65,3,70,1,1,1,1,1,0,3,1,0,0,N,0,72,72,36,0
11957,66,100,13,S,F,S,1,Y,45,0,100,36000,W,3,A,3,1,187.86,1.18,9,21,I,1,2,0,2,1,3,0,1,0,N,0,258,75,29,0
11958,48,100,14,S,F,M,5,Y,45,65,100,126000,M,9,E,1,5,73.5,0.72,5,49,A,0,3,0,0,0,3,0,0,0,N,0,160,131,118,0
11959,68,100,6,S,F,M,3,N,0,0,35,5.00E+05,W,9,E,0,4,47,0.8,3,29,A,0,2,0,0,0,2,0,0,0,N,0,302,29,13,0
11960,60,100,14,S,M,M,6,Y,100,45,45,161000,W,8,O,2,15,57,0.79,7,123,A,0,1,0,0,0,1,0,0,0,N,0,203,123,64,0
